A,B,C
978.0,355911.0,i
108.0,36511.0,i
654.0,206142.0,f
318.0,547510.0,l
380.0,451472.0,l
792.0,329423.0,f
157.0,913947.0,c
311.0,86690.0,g
979.0,521844.0,h
120.0,67426.0,c
44.0,834261.0,i
859.0,739303.0,k
535.0,941890.0,c
846.0,640154.0,l
290.0,617238.0,i
427.0,109529.0,k
634.0,345956.0,i
469.0,361211.0,b
712.0,658609.0,a
802.0,23257.0,b
803.0,930775.0,g
572.0,866759.0,g
161.0,344209.0,b
259.0,645759.0,l
769.0,9255.0,i
738.0,388030.0,e
656.0,642580.0,b
649.0,691010.0,k
469.0,686797.0,h
603.0,138618.0,d
213.0,387921.0,g
537.0,419991.0,j
750.0,548272.0,b
206.0,349557.0,k
722.0,451023.0,l
950.0,474682.0,c
972.0,82013.0,c
688.0,701719.0,h
125.0,146992.0,j
325.0,783034.0,f
165.0,102950.0,i
149.0,199755.0,f
97.0,55186.0,c
383.0,123609.0,d
412.0,39868.0,d
863.0,646279.0,c
380.0,957462.0,f
482.0,354626.0,c
125.0,429189.0,k
518.0,103554.0,i
853.0,999179.0,l
189.0,648970.0,l
71.0,168682.0,b
501.0,159918.0,c
67.0,407076.0,e
270.0,170663.0,i
793.0,120149.0,b
505.0,441634.0,h
925.0,337876.0,b
21.0,942504.0,b
947.0,884147.0,i
795.0,115630.0,j
165.0,341081.0,j
816.0,42594.0,e
806.0,617605.0,b
936.0,467632.0,b
642.0,357879.0,l
284.0,383403.0,k
234.0,843100.0,j
703.0,71263.0,a
623.0,324732.0,k
219.0,184780.0,g
445.0,147897.0,b
590.0,551854.0,c
595.0,540807.0,b
803.0,843545.0,h
550.0,596658.0,d
294.0,527398.0,a
711.0,914916.0,f
995.0,385597.0,d
743.0,963648.0,l
59.0,497999.0,j
728.0,621708.0,a
381.0,664931.0,i
888.0,589262.0,k
628.0,115783.0,h
106.0,996214.0,j
349.0,471527.0,g
255.0,279432.0,k
664.0,277942.0,e
306.0,55407.0,l
274.0,611859.0,h
765.0,266538.0,f
758.0,561290.0,i
160.0,560967.0,j
39.0,812432.0,i
367.0,590611.0,d
261.0,877348.0,a
890.0,230084.0,e
843.0,540038.0,f
511.0,500465.0,f
257.0,493828.0,h
633.0,834974.0,a
79.0,8777.0,i
147.0,702417.0,g
677.0,35604.0,e
461.0,11616.0,k
329.0,739370.0,c
70.0,218781.0,j
597.0,756644.0,l
591.0,478795.0,a
345.0,447496.0,a
725.0,423266.0,l
789.0,628153.0,b
961.0,464670.0,i
370.0,467275.0,c
37.0,506313.0,f
957.0,139242.0,i
762.0,372409.0,j
92.0,154909.0,k
259.0,705730.0,e
202.0,970346.0,c
814.0,318828.0,g
131.0,625290.0,e
350.0,99016.0,b
96.0,398531.0,d
89.0,175481.0,d
39.0,921376.0,k
599.0,648819.0,d
886.0,117054.0,c
375.0,741703.0,g
518.0,989006.0,a
942.0,98182.0,a
115.0,619858.0,c
762.0,44362.0,d
573.0,788346.0,h
458.0,273427.0,e
801.0,902030.0,b
798.0,960949.0,c
459.0,125265.0,l
444.0,911126.0,k
834.0,445818.0,g
702.0,472915.0,a
694.0,812118.0,l
229.0,976533.0,i
573.0,259343.0,e
844.0,955058.0,k
800.0,587845.0,c
824.0,680067.0,j
104.0,898848.0,f
704.0,803609.0,h
636.0,501084.0,b
32.0,408820.0,f
177.0,530073.0,b
267.0,861203.0,d
470.0,303775.0,l
400.0,919160.0,e
38.0,588417.0,j
130.0,954854.0,e
406.0,562459.0,b
597.0,331346.0,k
337.0,382794.0,d
654.0,706084.0,e
211.0,364425.0,l
725.0,743982.0,i
615.0,463828.0,j
116.0,285092.0,k
383.0,37749.0,c
726.0,337903.0,g
326.0,736293.0,h
231.0,985851.0,d
822.0,688422.0,l
362.0,311476.0,k
784.0,399582.0,e
275.0,846966.0,h
624.0,933529.0,k
422.0,183926.0,h
642.0,577182.0,b
454.0,1060.0,c
627.0,813411.0,l
49.0,468614.0,j
89.0,953340.0,e
481.0,735353.0,i
216.0,487209.0,g
413.0,836256.0,l
885.0,510399.0,l
677.0,564231.0,e
188.0,523239.0,f
512.0,648774.0,l
843.0,788110.0,g
827.0,702481.0,a
578.0,147520.0,b
274.0,437481.0,e
431.0,798851.0,l
174.0,759211.0,g
706.0,675532.0,h
75.0,591585.0,c
185.0,164085.0,f
389.0,271388.0,c
607.0,24460.0,g
409.0,609957.0,j
940.0,422681.0,i
514.0,871225.0,l
926.0,984287.0,l
739.0,804525.0,j
517.0,854194.0,c
85.0,840458.0,b
12.0,693962.0,a
768.0,74810.0,b
398.0,26019.0,c
28.0,784404.0,l
46.0,405206.0,c
866.0,790939.0,h
343.0,101945.0,h
685.0,882703.0,e
511.0,367338.0,b
17.0,577139.0,l
223.0,578690.0,d
50.0,992712.0,k
366.0,267159.0,a
291.0,432726.0,d
860.0,463435.0,f
855.0,500255.0,h
790.0,193904.0,g
612.0,112739.0,k
66.0,445825.0,c
265.0,717488.0,j
125.0,669437.0,e
767.0,225316.0,c
518.0,92132.0,c
272.0,606154.0,e
858.0,333257.0,j
859.0,900829.0,i
666.0,15248.0,k
746.0,863708.0,h
364.0,39857.0,e
188.0,296176.0,f
271.0,4084.0,a
442.0,830934.0,b
636.0,422495.0,b
80.0,55052.0,i
342.0,549055.0,d
61.0,13668.0,a
880.0,337215.0,k
996.0,656640.0,a
462.0,98593.0,h
906.0,812987.0,b
532.0,121631.0,a
716.0,62382.0,h
686.0,769242.0,a
245.0,550909.0,l
437.0,566542.0,a
583.0,118375.0,b
808.0,348391.0,h
601.0,906602.0,h
901.0,917445.0,a
171.0,316053.0,i
97.0,506905.0,b
451.0,251100.0,i
584.0,803920.0,h
555.0,907799.0,h
43.0,552292.0,b
835.0,916748.0,d
168.0,237573.0,g
762.0,473645.0,f
151.0,702935.0,g
914.0,206777.0,k
299.0,752404.0,d
514.0,309232.0,a
294.0,988857.0,j
962.0,520196.0,a
327.0,964481.0,g
803.0,294858.0,d
741.0,942280.0,k
452.0,989399.0,e
585.0,525659.0,b
657.0,432545.0,a
933.0,530005.0,a
67.0,768420.0,i
477.0,374512.0,h
419.0,488466.0,d
154.0,909096.0,f
450.0,639372.0,g
375.0,946459.0,f
961.0,82867.0,g
842.0,787316.0,h
746.0,81027.0,b
349.0,351861.0,j
948.0,26359.0,d
197.0,306465.0,a
399.0,215129.0,e
276.0,627147.0,k
891.0,657119.0,a
930.0,126732.0,c
616.0,910831.0,f
96.0,202209.0,d
236.0,45379.0,j
26.0,185200.0,k
839.0,566057.0,k
691.0,689126.0,b
498.0,214300.0,d
581.0,254468.0,e
923.0,378503.0,f
24.0,136942.0,g
948.0,418739.0,k
4.0,368634.0,f
768.0,482767.0,l
466.0,299645.0,e
220.0,921820.0,h
319.0,591806.0,g
369.0,316593.0,j
502.0,24928.0,e
296.0,516124.0,d
528.0,459627.0,d
358.0,990824.0,c
985.0,252425.0,i
741.0,420337.0,j
441.0,22719.0,c
45.0,632578.0,j
266.0,793900.0,k
21.0,880898.0,g
692.0,685854.0,k
174.0,873756.0,c
394.0,565257.0,g
394.0,567230.0,d
586.0,70422.0,e
387.0,959212.0,g
301.0,355242.0,b
77.0,53782.0,c
349.0,855823.0,f
44.0,238404.0,e
905.0,941294.0,l
192.0,369260.0,c
84.0,749534.0,k
645.0,75772.0,f
803.0,774750.0,d
38.0,955961.0,l
757.0,789543.0,b
74.0,867168.0,c
773.0,400504.0,d
480.0,9621.0,h
370.0,700921.0,a
306.0,302485.0,k
415.0,841031.0,j
251.0,565418.0,f
228.0,412756.0,i
531.0,251105.0,h
382.0,571947.0,j
294.0,45073.0,i
530.0,620404.0,c
663.0,435825.0,h
698.0,117400.0,e
606.0,237828.0,f
958.0,157709.0,h
561.0,395057.0,a
806.0,760426.0,h
555.0,449510.0,e
175.0,273560.0,k
885.0,463234.0,l
684.0,437540.0,c
564.0,916621.0,a
195.0,648921.0,l
356.0,371213.0,d
902.0,35979.0,c
972.0,96609.0,k
874.0,522744.0,e
966.0,653624.0,b
319.0,899183.0,c
97.0,648002.0,b
839.0,702900.0,l
916.0,975604.0,l
65.0,862049.0,j
76.0,907228.0,j
267.0,188390.0,d
557.0,576179.0,f
130.0,73277.0,g
424.0,295003.0,f
929.0,883455.0,j
342.0,625513.0,k
451.0,595801.0,f
109.0,680917.0,h
265.0,812781.0,i
278.0,712782.0,i
142.0,711566.0,g
930.0,838455.0,a
390.0,70874.0,c
648.0,229123.0,b
137.0,49648.0,l
123.0,789064.0,k
459.0,367389.0,l
548.0,357249.0,j
318.0,1278.0,k
292.0,908598.0,d
308.0,109360.0,j
535.0,990778.0,d
132.0,525536.0,c
904.0,359215.0,d
68.0,833749.0,a
570.0,716675.0,d
769.0,913793.0,l
50.0,155230.0,f
307.0,520574.0,l
867.0,299022.0,g
730.0,621379.0,a
7.0,999720.0,d
405.0,232630.0,b
597.0,410072.0,l
539.0,648381.0,b
788.0,280483.0,e
844.0,609817.0,a
70.0,515201.0,i
685.0,189836.0,a
19.0,322117.0,h
331.0,750132.0,f
722.0,852529.0,h
561.0,898876.0,b
449.0,892680.0,f
963.0,170472.0,h
202.0,447942.0,h
246.0,193634.0,f
575.0,830595.0,k
529.0,309653.0,d
853.0,129184.0,i
939.0,876719.0,e
487.0,128263.0,f
594.0,997251.0,a
485.0,235461.0,b
352.0,159298.0,d
952.0,8859.0,i
968.0,700562.0,f
48.0,459795.0,l
19.0,176234.0,l
890.0,864739.0,e
45.0,868800.0,h
409.0,926457.0,a
839.0,310643.0,h
883.0,200107.0,k
816.0,242075.0,d
211.0,18307.0,e
732.0,329516.0,e
196.0,364751.0,h
76.0,543604.0,h
466.0,769977.0,j
187.0,252832.0,g
291.0,95349.0,l
569.0,748245.0,c
392.0,387719.0,e
699.0,130305.0,i
212.0,47771.0,a
983.0,519887.0,j
100.0,217107.0,a
516.0,958568.0,g
727.0,274020.0,d
502.0,152125.0,b
337.0,312202.0,k
726.0,121345.0,d
227.0,438620.0,j
563.0,596536.0,f
384.0,143720.0,d
411.0,545063.0,k
994.0,901798.0,e
13.0,418125.0,d
764.0,570906.0,c
109.0,539824.0,g
160.0,678495.0,l
889.0,581772.0,f
746.0,335619.0,d
930.0,15033.0,a
596.0,707947.0,g
179.0,596604.0,l
288.0,562272.0,a
200.0,703150.0,i
561.0,543611.0,e
77.0,738905.0,g
185.0,613117.0,h
120.0,944386.0,i
402.0,980095.0,e
446.0,105735.0,e
938.0,476829.0,d
429.0,464622.0,h
267.0,398950.0,j
759.0,489440.0,g
725.0,58688.0,h
13.0,482812.0,g
898.0,253163.0,h
697.0,834892.0,i
249.0,516691.0,h
650.0,665241.0,b
192.0,336859.0,f
292.0,631646.0,e
65.0,6109.0,b
981.0,254070.0,c
125.0,384711.0,l
304.0,935384.0,k
158.0,440564.0,l
745.0,337461.0,k
745.0,797544.0,a
605.0,570150.0,d
275.0,956834.0,h
954.0,407185.0,j
242.0,19871.0,f
116.0,261832.0,b
623.0,860118.0,e
33.0,117636.0,i
31.0,588509.0,a
509.0,115580.0,i
219.0,432933.0,e
676.0,718627.0,a
202.0,55460.0,l
472.0,802516.0,a
111.0,424259.0,g
543.0,240835.0,a
931.0,48796.0,l
279.0,542183.0,j
160.0,251200.0,e
88.0,538492.0,i
856.0,506433.0,l
956.0,577654.0,k
656.0,264690.0,l
58.0,388366.0,g
184.0,788171.0,a
116.0,539894.0,k
388.0,395272.0,a
455.0,736576.0,f
412.0,752477.0,k
147.0,8173.0,l
292.0,968456.0,b
543.0,584830.0,c
379.0,443854.0,l
820.0,468340.0,i
286.0,743402.0,a
595.0,586276.0,i
759.0,806575.0,j
980.0,549855.0,j
342.0,730716.0,l
637.0,239641.0,l
803.0,365296.0,l
141.0,691620.0,i
536.0,345644.0,k
953.0,433727.0,l
30.0,713742.0,l
318.0,334903.0,d
129.0,106535.0,g
428.0,569631.0,h
239.0,978246.0,d
120.0,42732.0,h
134.0,56045.0,c
634.0,40655.0,j
382.0,38730.0,k
141.0,424831.0,d
832.0,409608.0,d
169.0,959632.0,c
690.0,838464.0,j
237.0,839027.0,b
572.0,249838.0,d
854.0,797948.0,g
812.0,901311.0,f
329.0,622768.0,h
413.0,109599.0,i
170.0,356550.0,c
971.0,971740.0,l
998.0,334548.0,j
898.0,793891.0,a
763.0,734624.0,l
684.0,17539.0,f
760.0,843769.0,g
204.0,767384.0,k
769.0,408816.0,d
737.0,912382.0,e
654.0,302587.0,d
222.0,936805.0,h
863.0,663966.0,f
347.0,159729.0,d
923.0,942001.0,d
420.0,510078.0,h
464.0,856849.0,b
546.0,421457.0,l
26.0,28425.0,j
781.0,496500.0,i
558.0,683854.0,h
564.0,4579.0,h
621.0,731173.0,c
287.0,596095.0,g
250.0,33404.0,b
18.0,226948.0,e
587.0,113172.0,a
509.0,216023.0,g
15.0,245019.0,l
222.0,679918.0,e
48.0,568233.0,h
645.0,35914.0,l
530.0,356096.0,h
243.0,23365.0,f
884.0,860358.0,g
861.0,155338.0,d
868.0,430754.0,j
440.0,456906.0,k
577.0,120091.0,c
735.0,884556.0,l
302.0,323278.0,j
594.0,447645.0,j
11.0,162200.0,h
307.0,102059.0,c
933.0,812542.0,l
539.0,989015.0,i
733.0,632990.0,l
762.0,132099.0,k
63.0,762236.0,g
606.0,610416.0,c
810.0,844473.0,e
891.0,993452.0,j
133.0,632427.0,b
452.0,130577.0,f
384.0,450908.0,l
546.0,67229.0,a
568.0,188537.0,k
289.0,884891.0,b
30.0,882435.0,c
456.0,841186.0,h
719.0,838284.0,j
20.0,606011.0,h
760.0,500601.0,i
711.0,736350.0,e
891.0,236119.0,g
794.0,132846.0,e
389.0,905838.0,b
70.0,922076.0,c
339.0,554307.0,g
86.0,419561.0,f
963.0,928018.0,f
104.0,285809.0,e
921.0,497413.0,c
699.0,59366.0,a
521.0,909590.0,e
32.0,657343.0,a
972.0,171601.0,b
855.0,134993.0,h
131.0,767781.0,l
293.0,268984.0,e
668.0,698994.0,a
117.0,209270.0,f
545.0,832008.0,e
58.0,161927.0,i
571.0,957647.0,j
732.0,880554.0,l
8.0,196809.0,b
478.0,334490.0,a
359.0,945682.0,k
19.0,800519.0,l
586.0,167670.0,g
350.0,806295.0,i
378.0,875274.0,a
533.0,804786.0,k
470.0,575246.0,g
582.0,129525.0,l
16.0,127977.0,c
458.0,611859.0,b
612.0,219420.0,h
293.0,391527.0,d
647.0,757499.0,a
845.0,294171.0,k
576.0,734668.0,h
726.0,637887.0,c
844.0,226437.0,h
304.0,408530.0,b
379.0,376468.0,d
33.0,936699.0,b
815.0,103264.0,l
727.0,485899.0,f
680.0,940265.0,c
369.0,674031.0,b
417.0,355293.0,l
4.0,505870.0,j
853.0,322297.0,a
274.0,630060.0,e
303.0,289010.0,e
17.0,967152.0,e
132.0,824884.0,j
14.0,937354.0,h
51.0,562564.0,f
686.0,978708.0,b
255.0,517908.0,a
36.0,368633.0,j
37.0,345432.0,e
677.0,22475.0,c
416.0,629792.0,l
142.0,438507.0,c
472.0,893032.0,b
902.0,142667.0,d
146.0,923847.0,a
929.0,458860.0,e
199.0,737021.0,h
595.0,829585.0,e
541.0,614390.0,l
35.0,575611.0,j
936.0,34840.0,k
696.0,629274.0,i
544.0,48271.0,g
180.0,638915.0,h
858.0,10472.0,i
328.0,211468.0,e
914.0,496320.0,g
20.0,3541.0,b
519.0,544362.0,f
387.0,273522.0,j
785.0,12593.0,b
669.0,507851.0,j
695.0,5122.0,e
944.0,740961.0,b
618.0,42544.0,d
120.0,613925.0,a
793.0,196332.0,c
733.0,385715.0,g
847.0,255256.0,f
531.0,950975.0,h
526.0,163712.0,f
412.0,95840.0,g
543.0,561380.0,g
390.0,954381.0,e
984.0,839635.0,c
978.0,605080.0,j
906.0,276714.0,k
767.0,410351.0,i
349.0,149250.0,a
614.0,82477.0,i
947.0,665623.0,b
863.0,247527.0,b
753.0,895103.0,l
161.0,217005.0,h
983.0,679967.0,k
274.0,44815.0,h
296.0,407563.0,k
910.0,214209.0,e
855.0,497242.0,l
539.0,788193.0,e
158.0,712112.0,e
631.0,805693.0,l
272.0,482659.0,a
935.0,964428.0,k
474.0,694314.0,k
686.0,657773.0,h
922.0,465234.0,i
280.0,828258.0,k
549.0,986831.0,c
205.0,840826.0,a
688.0,83410.0,b
62.0,541787.0,i
904.0,88049.0,j
238.0,149400.0,a
713.0,226609.0,c
134.0,352398.0,j
774.0,537068.0,h
512.0,701233.0,a
577.0,450968.0,c
285.0,712127.0,g
144.0,449641.0,i
23.0,447913.0,j
819.0,310160.0,c
139.0,913194.0,g
365.0,422053.0,d
523.0,79302.0,b
687.0,776735.0,e
284.0,42703.0,j
541.0,885862.0,j
824.0,506807.0,a
717.0,203758.0,j
929.0,174088.0,e
408.0,984112.0,i
958.0,107509.0,b
620.0,147804.0,j
219.0,730159.0,a
712.0,163445.0,b
517.0,103095.0,g
249.0,154266.0,h
183.0,566708.0,d
201.0,528693.0,e
977.0,217577.0,j
680.0,91561.0,b
739.0,824187.0,f
664.0,138586.0,k
973.0,298710.0,f
251.0,535328.0,j
333.0,349913.0,b
94.0,849059.0,j
58.0,337768.0,c
594.0,700100.0,k
4.0,148020.0,e
384.0,128457.0,e
987.0,466156.0,a
40.0,358794.0,f
334.0,202328.0,c
401.0,856330.0,f
833.0,365518.0,k
552.0,762581.0,f
162.0,680181.0,d
267.0,802594.0,h
879.0,378884.0,b
21.0,453341.0,l
58.0,102650.0,f
29.0,833043.0,e
714.0,737287.0,d
575.0,346790.0,h
35.0,884011.0,l
910.0,591307.0,h
152.0,151012.0,e
81.0,667767.0,f
553.0,401898.0,j
338.0,734257.0,g
294.0,631211.0,j
322.0,418600.0,c
330.0,812285.0,a
217.0,432660.0,h
596.0,734512.0,h
918.0,67605.0,b
242.0,656590.0,i
936.0,138406.0,f
375.0,252749.0,b
742.0,368263.0,a
741.0,812313.0,f
471.0,686377.0,f
837.0,5631.0,f
885.0,547101.0,c
97.0,778075.0,j
825.0,824206.0,k
585.0,203940.0,f
333.0,485770.0,h
826.0,402019.0,c
914.0,182487.0,h
671.0,799327.0,j
615.0,923013.0,f
503.0,541843.0,g
169.0,842401.0,e
348.0,816393.0,b
496.0,815212.0,f
3.0,422564.0,g
936.0,133251.0,i
264.0,486304.0,j
15.0,772426.0,f
15.0,415122.0,j
980.0,965093.0,i
240.0,18317.0,a
106.0,282540.0,k
759.0,144286.0,f
624.0,723034.0,d
685.0,157716.0,h
218.0,685830.0,j
939.0,805746.0,c
698.0,272361.0,d
444.0,96684.0,b
104.0,21367.0,k
559.0,254261.0,b
303.0,869577.0,c
482.0,667693.0,c
871.0,311972.0,k
398.0,447502.0,l
190.0,607606.0,f
942.0,583064.0,i
386.0,511818.0,j
907.0,128945.0,g
277.0,827245.0,i
163.0,583269.0,g
430.0,440295.0,k
241.0,488677.0,a
401.0,435603.0,e
429.0,929558.0,a
89.0,630466.0,i
572.0,534813.0,l
897.0,729796.0,b
89.0,396472.0,e
108.0,575640.0,c
865.0,392516.0,f
8.0,527776.0,a
655.0,422113.0,k
568.0,83274.0,b
657.0,63170.0,i
133.0,427462.0,f
677.0,630191.0,l
993.0,958946.0,l
720.0,390545.0,h
116.0,645434.0,j
172.0,556852.0,j
683.0,250653.0,j
841.0,195122.0,e
19.0,12326.0,e
698.0,283357.0,c
406.0,453923.0,b
273.0,127435.0,h
906.0,64562.0,e
940.0,424908.0,h
872.0,18361.0,h
651.0,985539.0,h
719.0,915352.0,d
943.0,219283.0,j
860.0,581844.0,c
387.0,896430.0,g
967.0,985388.0,c
602.0,991624.0,h
580.0,314194.0,f
124.0,936589.0,b
136.0,602991.0,a
271.0,957987.0,k
499.0,855719.0,l
16.0,928076.0,j
47.0,856237.0,j
201.0,251590.0,l
630.0,474607.0,l
712.0,722267.0,g
384.0,432370.0,e
571.0,158716.0,c
944.0,744058.0,a
613.0,262980.0,f
914.0,50847.0,l
417.0,352567.0,e
840.0,904527.0,k
223.0,551138.0,l
225.0,784091.0,c
630.0,501352.0,i
202.0,538561.0,e
25.0,405757.0,f
601.0,650154.0,a
963.0,297119.0,g
897.0,613267.0,d
739.0,600143.0,h
902.0,954533.0,c
940.0,132624.0,f
904.0,674545.0,f
504.0,529353.0,i
366.0,938130.0,i
190.0,965431.0,d
496.0,888147.0,f
876.0,118160.0,e
657.0,61207.0,k
245.0,527721.0,a
673.0,189705.0,g
624.0,222115.0,k
998.0,759925.0,i
429.0,496869.0,i
810.0,446467.0,k
759.0,8434.0,a
557.0,533478.0,c
237.0,803850.0,g
828.0,804554.0,a
905.0,147331.0,i
944.0,480765.0,l
331.0,887112.0,f
303.0,85300.0,l
938.0,647454.0,i
859.0,959145.0,b
918.0,969779.0,c
897.0,62397.0,k
670.0,21789.0,d
560.0,322092.0,f
77.0,412647.0,f
975.0,31054.0,b
843.0,906832.0,b
882.0,645228.0,a
951.0,787175.0,b
412.0,826649.0,g
588.0,16137.0,e
913.0,619710.0,a
337.0,58967.0,k
319.0,804938.0,i
295.0,480062.0,d
549.0,800454.0,f
253.0,293616.0,e
566.0,283144.0,j
544.0,844910.0,k
149.0,708614.0,b
680.0,392970.0,e
354.0,567361.0,e
106.0,263429.0,c
910.0,127384.0,b
475.0,126789.0,a
680.0,833820.0,i
238.0,281068.0,e
450.0,43464.0,g
191.0,828463.0,d
486.0,271965.0,b
932.0,871014.0,c
348.0,748617.0,d
916.0,993243.0,l
130.0,62567.0,a
437.0,79960.0,d
485.0,851165.0,l
120.0,905136.0,g
969.0,127327.0,a
416.0,635750.0,a
352.0,486264.0,j
962.0,563484.0,h
217.0,655751.0,h
339.0,578820.0,b
712.0,249855.0,e
24.0,514265.0,l
441.0,823452.0,b
197.0,471863.0,f
905.0,523032.0,c
821.0,729199.0,e
511.0,362378.0,e
530.0,233260.0,j
664.0,974063.0,i
232.0,186639.0,h
507.0,412278.0,e
891.0,538440.0,l
721.0,522110.0,c
985.0,223733.0,h
724.0,445654.0,d
96.0,824382.0,h
888.0,688285.0,c
473.0,160099.0,a
640.0,71214.0,j
372.0,369034.0,j
216.0,815698.0,e
681.0,131362.0,e
821.0,231768.0,l
188.0,90972.0,i
259.0,642151.0,f
691.0,959113.0,k
629.0,241017.0,l
810.0,663385.0,h
550.0,482297.0,k
952.0,102431.0,b
778.0,778602.0,b
869.0,129186.0,g
399.0,512887.0,i
329.0,359370.0,e
937.0,976620.0,c
762.0,884584.0,k
476.0,128894.0,k
174.0,276647.0,h
308.0,702840.0,g
890.0,745395.0,b
794.0,896561.0,c
853.0,484405.0,a
653.0,525061.0,c
659.0,605077.0,c
330.0,407706.0,c
832.0,258046.0,a
244.0,681131.0,g
355.0,118711.0,e
170.0,761375.0,b
574.0,548673.0,i
927.0,796212.0,d
412.0,708805.0,f
569.0,179233.0,d
195.0,810933.0,b
196.0,801628.0,e
384.0,920387.0,b
776.0,490667.0,j
56.0,958849.0,j
64.0,224465.0,d
625.0,888933.0,i
295.0,940886.0,d
911.0,251635.0,l
238.0,925449.0,e
30.0,188541.0,g
611.0,333640.0,e
22.0,169145.0,e
222.0,706919.0,c
104.0,939751.0,c
563.0,289341.0,b
783.0,671759.0,l
568.0,238505.0,k
114.0,594612.0,l
50.0,148496.0,k
308.0,643404.0,b
646.0,163923.0,c
871.0,166541.0,a
232.0,353977.0,a
410.0,921108.0,e
960.0,752046.0,k
400.0,239422.0,j
471.0,618678.0,c
647.0,113829.0,i
527.0,157498.0,e
881.0,768958.0,b
736.0,788812.0,d
78.0,138792.0,c
774.0,492532.0,k
43.0,946670.0,i
147.0,201309.0,h
381.0,880288.0,h
493.0,383361.0,i
808.0,491648.0,h
458.0,492178.0,h
492.0,630305.0,c
687.0,829323.0,j
37.0,818484.0,l
714.0,860156.0,c
869.0,278585.0,f
497.0,144077.0,b
907.0,433120.0,d
275.0,738542.0,l
100.0,193264.0,e
94.0,812204.0,h
768.0,240776.0,b
530.0,886985.0,f
963.0,555985.0,g
751.0,361392.0,i
906.0,296585.0,i
143.0,586510.0,a
454.0,802396.0,e
823.0,875790.0,k
155.0,143177.0,f
449.0,771780.0,a
909.0,119533.0,e
653.0,512117.0,f
836.0,998601.0,g
932.0,460637.0,i
989.0,775263.0,g
223.0,251950.0,b
279.0,219710.0,i
457.0,255487.0,k
870.0,62998.0,i
205.0,254085.0,a
257.0,166783.0,j
611.0,238775.0,l
928.0,547640.0,i
123.0,633270.0,g
448.0,995650.0,e
445.0,754856.0,f
73.0,719247.0,d
315.0,88898.0,l
230.0,629424.0,c
910.0,477003.0,j
554.0,891556.0,f
590.0,340821.0,d
462.0,157797.0,a
85.0,270360.0,i
256.0,445934.0,f
884.0,864830.0,k
771.0,57455.0,b
222.0,858836.0,h
10.0,115539.0,d
266.0,719492.0,f
722.0,642533.0,h
565.0,428154.0,h
259.0,350324.0,j
280.0,607338.0,g
35.0,992227.0,h
671.0,895293.0,g
763.0,88754.0,f
889.0,785183.0,a
56.0,743824.0,g
533.0,364576.0,g
831.0,513847.0,f
106.0,319568.0,b
917.0,678646.0,i
192.0,100699.0,c
476.0,283653.0,a
82.0,447127.0,l
531.0,973993.0,a
96.0,38895.0,f
695.0,409452.0,f
724.0,712822.0,i
194.0,627474.0,e
12.0,418368.0,d
686.0,762238.0,a
999.0,844604.0,i
98.0,785037.0,e
992.0,504863.0,e
992.0,152798.0,k
509.0,289008.0,f
968.0,97546.0,j
512.0,604314.0,e
949.0,675971.0,c
684.0,335641.0,f
180.0,120074.0,e
674.0,335065.0,l
653.0,419977.0,a
682.0,355937.0,f
777.0,369916.0,l
119.0,399930.0,i
325.0,229829.0,a
678.0,875696.0,b
327.0,14764.0,i
87.0,512306.0,e
965.0,232604.0,l
222.0,391928.0,d
60.0,883098.0,a
930.0,666058.0,e
18.0,927799.0,a
144.0,295289.0,h
171.0,125612.0,e
534.0,705384.0,h
212.0,784468.0,h
705.0,109626.0,c
507.0,584582.0,c
400.0,603874.0,d
350.0,586155.0,b
302.0,155268.0,e
471.0,173126.0,j
75.0,707148.0,c
576.0,882646.0,i
507.0,135055.0,h
959.0,18679.0,j
641.0,342062.0,k
788.0,559132.0,g
538.0,821011.0,a
679.0,846498.0,k
670.0,599669.0,k
973.0,121985.0,f
228.0,147030.0,i
417.0,799265.0,g
341.0,169898.0,h
401.0,744126.0,e
623.0,400677.0,g
583.0,68360.0,a
882.0,110997.0,h
875.0,542010.0,d
17.0,247682.0,j
317.0,186300.0,b
938.0,152760.0,d
279.0,413829.0,b
85.0,414590.0,l
552.0,682868.0,f
509.0,538497.0,i
435.0,90127.0,c
292.0,886495.0,g
994.0,925974.0,c
681.0,209042.0,d
276.0,20343.0,i
659.0,727086.0,c
617.0,482208.0,k
740.0,474767.0,i
114.0,668020.0,g
481.0,873762.0,j
676.0,937672.0,e
266.0,673374.0,c
276.0,183205.0,f
351.0,845577.0,k
459.0,662032.0,f
250.0,687184.0,f
737.0,985839.0,d
83.0,295581.0,i
934.0,736145.0,c
42.0,327421.0,c
172.0,641103.0,b
785.0,9676.0,g
718.0,272260.0,l
307.0,404363.0,i
153.0,60173.0,h
774.0,289327.0,j
301.0,361990.0,f
387.0,777714.0,a
141.0,517261.0,a
524.0,413397.0,h
421.0,414436.0,d
366.0,865636.0,c
537.0,838737.0,a
936.0,520829.0,g
301.0,201466.0,a
408.0,86469.0,l
722.0,55535.0,b
437.0,913068.0,k
577.0,190859.0,j
666.0,902231.0,e
54.0,166854.0,j
163.0,537435.0,h
192.0,783396.0,f
877.0,897053.0,h
942.0,943941.0,c
18.0,891935.0,j
190.0,845883.0,g
382.0,803300.0,k
826.0,531072.0,g
678.0,483676.0,d
130.0,711418.0,f
115.0,433871.0,e
284.0,894999.0,h
391.0,414826.0,b
41.0,589380.0,c
989.0,34928.0,l
